Companyname,diASXcode,industry group name,sector name,listing date,registry address,phone number,principal activities,market cap,number of shares,bid price,website,roles,full name
ALLIGATOR ENERGY LIMITED,AGE,Energy,Energy,2011-02-03T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(07) 3852 4712,Uranium exploration.,5858659,488221544,0.011,http://www.alligatorenergy.com.au,Non Exec. Director,Mr Greg Hall
ALLIGATOR ENERGY LIMITED,AGE,Energy,Energy,2011-02-03T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(07) 3852 4712,Uranium exploration.,5858659,488221544,0.011,http://www.alligatorenergy.com.au,Non Exec. Director,Mr Peter McIntyre
ALLIGATOR ENERGY LIMITED,AGE,Energy,Energy,2011-02-03T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(07) 3852 4712,Uranium exploration.,5858659,488221544,0.011,http://www.alligatorenergy.com.au,Non Exec. Director,Mr Andrew Vigar
ALLIGATOR ENERGY LIMITED,AGE,Energy,Energy,2011-02-03T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(07) 3852 4712,Uranium exploration.,5858659,488221544,0.011,http://www.alligatorenergy.com.au,External Advisor,Mr Robert Sowerby
ALLIGATOR ENERGY LIMITED,AGE,Energy,Energy,2011-02-03T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(07) 3852 4712,Uranium exploration.,5858659,488221544,0.011,http://www.alligatorenergy.com.au,Company Secretary,Mr Michael Meintjes
ALLIGATOR ENERGY LIMITED,AGE,Energy,Energy,2011-02-03T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(07) 3852 4712,Uranium exploration.,5858659,488221544,0.011,http://www.alligatorenergy.com.au
ENEABBA GAS LIMITED,ENB,Utilities,Utilities,2006-04-28T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,08 9321 0099,Energy and resource exploration,5016322,501632187,0.01,http://www.eneabbagas.com.au,Non Exec. Director,Mr Gabriel Chiappini
ENEABBA GAS LIMITED,ENB,Utilities,Utilities,2006-04-28T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,08 9321 0099,Energy and resource exploration,5016322,501632187,0.01,http://www.eneabbagas.com.au,Non Exec. Director,Mr Barnaby Egerton-Warburton
ENEABBA GAS LIMITED,ENB,Utilities,Utilities,2006-04-28T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,08 9321 0099,Energy and resource exploration,5016322,501632187,0.01,http://www.eneabbagas.com.au,Non Exec. Director,Mr Thomas Goh
ENEABBA GAS LIMITED,ENB,Utilities,Utilities,2006-04-28T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,08 9321 0099,Energy and resource exploration,5016322,501632187,0.01,http://www.eneabbagas.com.au,Company Secretary,Mr Gabriel Chiappini
ENEABBA GAS LIMITED,ENB,Utilities,Utilities,2006-04-28T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,08 9321 0099,Energy and resource exploration,5016322,501632187,0.01,http://www.eneabbagas.com.au
KALNORTH GOLD MINES LIMITED,KGM,Materials,Metals & Mining,2005-01-20T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9021 8327  0437507362,Gold mining and exploration.,7153920,894240060,0.007,http://www.kalnorthgoldmines.com,Executive Chairman,Mr Jerry Jiajun Hu
KALNORTH GOLD MINES LIMITED,KGM,Materials,Metals & Mining,2005-01-20T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9021 8327  0437507362,Gold mining and exploration.,7153920,894240060,0.007,http://www.kalnorthgoldmines.com,Director,Mrs Xiaojing Wang
KALNORTH GOLD MINES LIMITED,KGM,Materials,Metals & Mining,2005-01-20T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9021 8327  0437507362,Gold mining and exploration.,7153920,894240060,0.007,http://www.kalnorthgoldmines.com,Director,Mr Yuanguang Yang
KALNORTH GOLD MINES LIMITED,KGM,Materials,Metals & Mining,2005-01-20T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9021 8327  0437507362,Gold mining and exploration.,7153920,894240060,0.007,http://www.kalnorthgoldmines.com,Company Secretary,Mr Jerry Jiajun Hu
KALNORTH GOLD MINES LIMITED,KGM,Materials,Metals & Mining,2005-01-20T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9021 8327  0437507362,Gold mining and exploration.,7153920,894240060,0.007,http://www.kalnorthgoldmines.com
NETLINKZ LIMITED,NET,Software & Services,Information Technology,2011-01-13T00:00:00+1100,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,02 9285 1300,Delivery of virtualized network services through a Virtual Services Platform (VSP),19017611,905600547,0.02,http://www.NetLinkz.com,Executive Chairman,Mr James Nicholas Tsiolis
NETLINKZ LIMITED,NET,Software & Services,Information Technology,2011-01-13T00:00:00+1100,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,02 9285 1300,Delivery of virtualized network services through a Virtual Services Platform (VSP),19017611,905600547,0.02,http://www.NetLinkz.com,Non Exec. Director,Mr John Galt
NETLINKZ LIMITED,NET,Software & Services,Information Technology,2011-01-13T00:00:00+1100,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,02 9285 1300,Delivery of virtualized network services through a Virtual Services Platform (VSP),19017611,905600547,0.02,http://www.NetLinkz.com,Non Exec. Director,Mr David O'Dowd
NETLINKZ LIMITED,NET,Software & Services,Information Technology,2011-01-13T00:00:00+1100,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,02 9285 1300,Delivery of virtualized network services through a Virtual Services Platform (VSP),19017611,905600547,0.02,http://www.NetLinkz.com,Non Exec. Director,Mr Robert Turner
NETLINKZ LIMITED,NET,Software & Services,Information Technology,2011-01-13T00:00:00+1100,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,02 9285 1300,Delivery of virtualized network services through a Virtual Services Platform (VSP),19017611,905600547,0.02,http://www.NetLinkz.com,Company Secretary,Mr Greg MacMillan
NETLINKZ LIMITED,NET,Software & Services,Information Technology,2011-01-13T00:00:00+1100,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,02 9285 1300,Delivery of virtualized network services through a Virtual Services Platform (VSP),19017611,905600547,0.02,http://www.NetLinkz.com
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au,Non Exec. Chairman,Mr Rodney Michael Joyce
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au,Managing Director,Mr Michael Dunbar
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au,Non Exec. Director,Mr Gordon Dunbar
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au,Non Exec. Director,Mrs Sally-Anne Layman
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au,Non Exec. Director,Mr Stanley Macdonald
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au,Non Exec. Director,Mr Graham Riley
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au,Non Exec. Director,Mr John den Dryver
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au,General Manager,Mr Julian Goldsworthy
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au,Company Secretary,Mr David Lim
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au,Company Secretary,Ms Eva O'Malley
GASCOYNE RESOURCES LIMITED,GCY,Materials,Metals & Mining,2009-12-11T00:00:00+1100,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,(08) 9481 3434,Gold exploration.,186513372,433752028,0.415,http://www.gascoyneresources.com.au
DEVINE LIMITED,DVN,Real Estate,Real Estate,1993-11-25T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3608 6300,Devine's property experience extends across community development and creation and apartment and mixed-use projects. In addition the company includes a dedicated construction business established to maximise efficiencies and ensure the timely delivery o,62698570,158730556,0.395,http://www.devine.com.au,Chairman;Non Exec. Director,Mr David Robinson
DEVINE LIMITED,DVN,Real Estate,Real Estate,1993-11-25T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3608 6300,Devine's property experience extends across community development and creation and apartment and mixed-use projects. In addition the company includes a dedicated construction business established to maximise efficiencies and ensure the timely delivery o,62698570,158730556,0.395,http://www.devine.com.au,CEO;Executive Director,Mr Stuart Andrew Cooper
DEVINE LIMITED,DVN,Real Estate,Real Estate,1993-11-25T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3608 6300,Devine's property experience extends across community development and creation and apartment and mixed-use projects. In addition the company includes a dedicated construction business established to maximise efficiencies and ensure the timely delivery o,62698570,158730556,0.395,http://www.devine.com.au,Non Exec. Director,Mr George Sassine
DEVINE LIMITED,DVN,Real Estate,Real Estate,1993-11-25T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3608 6300,Devine's property experience extends across community development and creation and apartment and mixed-use projects. In addition the company includes a dedicated construction business established to maximise efficiencies and ensure the timely delivery o,62698570,158730556,0.395,http://www.devine.com.au,CFO,Mr Jamie Stuart Lachlan Mackay
DEVINE LIMITED,DVN,Real Estate,Real Estate,1993-11-25T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3608 6300,Devine's property experience extends across community development and creation and apartment and mixed-use projects. In addition the company includes a dedicated construction business established to maximise efficiencies and ensure the timely delivery o,62698570,158730556,0.395,http://www.devine.com.au,Company Secretary,Mr Jamie Stuart Lachlan Mackay
DEVINE LIMITED,DVN,Real Estate,Real Estate,1993-11-25T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3608 6300,Devine's property experience extends across community development and creation and apartment and mixed-use projects. In addition the company includes a dedicated construction business established to maximise efficiencies and ensure the timely delivery o,62698570,158730556,0.395,http://www.devine.com.au
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com,Chairman,Mr Brian Thomas
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com,CEO,Mr Craig Dawson
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com,Non Exec. Director,Mr Andrew Allan
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com,Non Exec. Director,Mr Jonathan Challis
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com,Non Exec. Director,Mr Helcio Guerra
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com,Non Exec. Director,Mr Joseph Santos Pinto
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com,Non Exec. Director,Mr Nicholas Gerard Revell
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com,Non Exec. Director,Mr Terence Kennith Topping
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com,CFO,Mr Albert Longo
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com,Company Secretary,Mr Joel Christopher Ives
ORINOCO GOLD LIMITED,OGX,Materials,Metals & Mining,2011-09-05T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 9482 0540,Gold exploration development and production.,14882607,783295119,0.018,http://orinocogold.com
EUMUNDI GROUP LIMITED,EBG,Consumer Services,Consumer Discretionary,1989-12-07T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3229 7222,Hotel operations and Shopping Centre and Hotel Investment Properties.,31765496,36723117,0.85,http://eumundigroup.com.au,Chairman,Mr Joseph Michael Ganim
EUMUNDI GROUP LIMITED,EBG,Consumer Services,Consumer Discretionary,1989-12-07T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3229 7222,Hotel operations and Shopping Centre and Hotel Investment Properties.,31765496,36723117,0.85,http://eumundigroup.com.au,CEO,Ms Suzanne Jacobi-Lee
EUMUNDI GROUP LIMITED,EBG,Consumer Services,Consumer Discretionary,1989-12-07T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3229 7222,Hotel operations and Shopping Centre and Hotel Investment Properties.,31765496,36723117,0.85,http://eumundigroup.com.au,Non Exec. Director,Mr Gilbert De Luca
EUMUNDI GROUP LIMITED,EBG,Consumer Services,Consumer Discretionary,1989-12-07T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3229 7222,Hotel operations and Shopping Centre and Hotel Investment Properties.,31765496,36723117,0.85,http://eumundigroup.com.au,Non Exec. Director,Mr Vernon Wills
EUMUNDI GROUP LIMITED,EBG,Consumer Services,Consumer Discretionary,1989-12-07T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3229 7222,Hotel operations and Shopping Centre and Hotel Investment Properties.,31765496,36723117,0.85,http://eumundigroup.com.au,Company Secretary,Ms Leni Pia Stanley
EUMUNDI GROUP LIMITED,EBG,Consumer Services,Consumer Discretionary,1989-12-07T00:00:00+1100,Level 1 200 Mary Street BRISBANE QLD AUSTRALIA 4000,(07) 3229 7222,Hotel operations and Shopping Centre and Hotel Investment Properties.,31765496,36723117,0.85,http://eumundigroup.com.au
FLUENCE CORPORATION LIMITED,FLC,Commercial & Professional Services,Industrials,2007-12-18T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 3 9824 5254,Waste Water Treatment and RecyclingThe Company offers a commercially-proven wastewater treatment solution potentially disrupting large existing markets and addressing the growing global need for clean water.  Its initial technology SABRE ¿¿¿¿,200311765,392768167,0.525,http://www.emefcy.com,Executive Chairman,Mr Richard Henry Irving
FLUENCE CORPORATION LIMITED,FLC,Commercial & Professional Services,Industrials,2007-12-18T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 3 9824 5254,Waste Water Treatment and RecyclingThe Company offers a commercially-proven wastewater treatment solution potentially disrupting large existing markets and addressing the growing global need for clean water.  Its initial technology SABRE ¿¿¿¿,200311765,392768167,0.525,http://www.emefcy.com,Managing Director;CEO,Mr Eytan Baruch Levy
FLUENCE CORPORATION LIMITED,FLC,Commercial & Professional Services,Industrials,2007-12-18T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 3 9824 5254,Waste Water Treatment and RecyclingThe Company offers a commercially-proven wastewater treatment solution potentially disrupting large existing markets and addressing the growing global need for clean water.  Its initial technology SABRE ¿¿¿¿,200311765,392768167,0.525,http://www.emefcy.com,Non Exec. Director,Mr Ross Haghighat
FLUENCE CORPORATION LIMITED,FLC,Commercial & Professional Services,Industrials,2007-12-18T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 3 9824 5254,Waste Water Treatment and RecyclingThe Company offers a commercially-proven wastewater treatment solution potentially disrupting large existing markets and addressing the growing global need for clean water.  Its initial technology SABRE ¿¿¿¿,200311765,392768167,0.525,http://www.emefcy.com,Non Exec. Director,Mr Peter Ashley Marks
